make,model,year,mileage,city,color,trans,price
Toyota,Heise,2010,315139,Al Madinah,White,Manual,18000
Toyota,Innova,2010,203362,Al Riyadh,Black,Automatic,18000
Renault,Fluence,2014,46739,Dammam,Brown,Automatic,18000
Hyundai,Elantra,2010,229998,Al Khobar,White,Automatic,18000
Ford,Focus,2010,316350,Jeddah,Blue,Automatic,18000
Toyota,Fortuner,2010,275625,Al Riyadh,Silver,Automatic,18000
Chevrolet,Spark,2016,58098,Dammam,White,Automatic,18000
Ford,Explorer,2010,228479,Dammam,White,Automatic,18000
Geely,Emgrand X7,2010,211889,Al Riyadh,Black,Automatic,18000
Hyundai,Elantra,2012,405925,Abha,Brown,Automatic,18000
Cadillac,Cts,2010,258237,Mecca,Black,Automatic,18000
Mazda,Cx9,2010,314892,Dammam,Black,Automatic,18000
Hyundai,Elantra,2010,257030,Jeddah,Brown,Automatic,18000
Toyota,Yaris,2013,164265,Dammam,Silver,Automatic,18000
Toyota,Fortuner,2010,283388,Mecca,White,Automatic,18000
Toyota,Corolla,2010,303367,Mecca,Blue,Automatic,18000
Ford,Expedition,2010,208367,Al Riyadh,Red,Automatic,18000
Toyota,Camry,2011,306510,Riyadh,White,Manual,18000
Ford,Expedition,2006,361781,Riyadh,Gold,Automatic,18000
Renault,Fluence,2014,48829,Dammam,White,Automatic,18000
Toyota,Corolla,2010,364322,Madinah,White,Automatic,18000
Kia,Picanto,2015,148000,Riyadh,White,Automatic,18000
Gmc,Acadia,2009,317877,Jeddah,Brown,Automatic,18000
Mitsubishi,L200,2007,392235,Jeddah,Blue,Manual,18000
Hyundai,Accent,2010,197278,Al Riyadh,Gold,Automatic,18000
Chevrolet,Trail Blazer,2008,142647,Al Khobar,Grey,Automatic,18000
Hyundai,Accent,2015,195247,Dammam,Brown,Automatic,18000
Kia,Picanto,2016,98000,Jeddah,Silver,Automatic,18000
Chevrolet,Caprice,2009,451174,Jubail,White,Manual,18000
Toyota,Rav 4,2010,222436,Al Khobar,Silver,Automatic,18000
Ford,Taurus,2010,218954,Jeddah,White,Automatic,18000
Kia,Opirus,2008,163825,Jeddah,Black,Automatic,18000
Nissan,Pathfinder,2010,294123,Al Riyadh,White,Automatic,18000
Toyota,Camry,2010,317244,Khafji,White,Automatic,18000
Kia,Sorento,2010,197935,Al Khobar,Red,Automatic,18000
Toyota,Yaris,2010,205945,Jeddah,White,Automatic,18000
Ford,Edge,2010,276413,Jeddah,Brown,Automatic,18000
Hyundai,Sonata,2010,213055,Al Riyadh,Grey,Automatic,18000
Kia,Optima,2010,318619,Al Riyadh,Red,Automatic,18000
Chevrolet,Caprice,2008,271046,Dammam,White,Automatic,18000
Kia,Rio,2015,54371,Dammam,Silver,Automatic,18000
Renault,Fluence,2014,56597,Dammam,Grey,Automatic,18000
Lexus,Es350,2010,276621,Mecca,Silver,Automatic,18000
Ford,Flex,2010,241183,Abha,Black,Automatic,18000
Ford,Explorer,2008,455320,Riyadh,Black,Automatic,18000
Lincoln,Town Car,2004,230000,Jeddah,Silver,Automatic,18000
Chevrolet,Spark,2016,51569,Dammam,Silver,Automatic,18000
Ford,Escape,2010,267718,Al Riyadh,Silver,Automatic,18000
Toyota,Camry,2010,212291,Abha,White,Automatic,18000
Kia,Picanto,2016,93031,Jeddah,Silver,Automatic,18000
Nissan,Pathfinder,2010,221146,Al Riyadh,Silver,Automatic,18000
Nissan,Pathfinder,2010,197316,Al Hofuf,Blue,Automatic,18000
Volkswagen,Passat,2010,264167,Al Riyadh,Maroon,Automatic,18000
Toyota,Yaris,2010,197120,Jeddah,Red,Automatic,17500
Kia,Cerato,2014,101322,Dammam,White,Automatic,17500
Hyundai,Santa Fe,2010,195623,Mecca,Beige,Automatic,17500
Honda,Accord,2007,228794,Dammam,Black,Automatic,17000
Chevrolet,Cruze,2011,160151,Dammam,White,Automatic,17000
Toyota,Corolla,2010,246082,Riyadh,Silver,Automatic,17000
Chevrolet,Epica,2010,185516,Riyadh,Silver,Automatic,17000
Renault,Fluence,2015,101513,Riyadh,White,Automatic,17000
Toyota,Yaris,2019,8806,Jeddah,Red,Automatic,17000
Nissan,Sunny,2014,430862,Jubail,White,Automatic,17000
Chevrolet,Cruze,2011,161127,Dammam,Black,Automatic,17000
Toyota,Corolla,2010,230000,Riyadh,Silver,Automatic,17000
Hyundai,Santa Fe,2010,153773,Al Riyadh,Silver,Automatic,17000
Chevrolet,Epica,2011,305111,Riyadh,Black,Automatic,17000
Hyundai,Azera,2006,165232,Jeddah,Silver,Automatic,17000
Hyundai,Accent,2010,175604,Al Qunfudhah,Brown,Automatic,17000
Chevrolet,Caprice,2010,392398,Dammam,Silver,Automatic,17000
Ford,Mondeo,2010,173808,Abha,Black,Automatic,17000
Chevrolet,Optra,2007,186867,Dammam,White,Automatic,17000
Chevrolet,Cruze,2011,174745,Dammam,Silver,Automatic,17000
Ford,Taurus,2010,192155,Jeddah,Grey,Automatic,17000
Hyundai,Accent,2012,101018,Dammam,Blue,Automatic,17000
Renault,Fluence,2014,112738,Riyadh,White,Automatic,17000
Chevrolet,Cruze,2011,176074,Dammam,Black,Automatic,17000
Chevrolet,Cruze,2011,157477,Dammam,Gold,Automatic,17000
Renault,Fluence,2014,104279,Riyadh,Silver,Automatic,17000
Kia,Opirus,2008,147301,Jeddah,Black,Automatic,17000
Chevrolet,Impala,2010,191854,Al Riyadh,White,Automatic,17000
Toyota,Hilux,2010,184368,Al Madinah,White,Manual,17000
Geely,Emgrand 7,2010,179917,Buraidah,White,Manual,17000
Chevrolet,Suburban,2002,420515,Dammam,Silver,Automatic,17000
Kia,Picanto,2010,189867,Al Riyadh,Blue,Automatic,17000
Ford,Focus,2010,176647,Dammam,Blue,Automatic,17000
Hyundai,Accent,2014,156553,Dammam,Silver,Automatic,17000
Hyundai,Accent,2010,189087,Al Riyadh,Brown,Automatic,17000
Toyota,Corolla,2010,156077,Jeddah,White,Automatic,17000
Toyota,Heise,2010,164980,Al Riyadh,White,Manual,17000
Kia,Rio,2010,143619,Dammam,Grey,Automatic,16500
Toyota,Camry,2010,147997,Al Riyadh,Silver,Automatic,16500
Kia,Cerato,2012,175000,Riyadh,Silver,Automatic,16500
Toyota,Corolla,2010,143586,Al-Ahsa,White,Automatic,16500
Kia,Cerato,2012,177002,Riyadh,Silver,Automatic,16500
Renault,Fluence,2014,107842,Riyadh,White,Automatic,16000
Toyota,Yaris,2013,115101,Jeddah,White,Manual,16000
Toyota,Yaris,2011,147687,Dammam,Silver,Manual,16000
Geely,Sc7,2010,111507,Jeddah,White,Automatic,16000
Kia,Carnival,2007,300000,Jeddah,Golden,Automatic,16000
Geely,Emgrand 8,2009,30820,Jeddah,Red,Automatic,16000
Toyota,Yaris,2011,354071,Dammam,White,Manual,16000
Ford,Explorer,2006,338070,Jeddah,Gold,Automatic,16000
Cadillac,Dts,2010,107486,Dammam,White,Automatic,16000
Mitsubishi,Lancer,2009,79429,Dammam,White,Automatic,16000
Toyota,Avalon,2010,98332,Mecca,White,Automatic,16000
Toyota,Yaris,2011,117905,Dammam,Blue,Manual,16000
Hyundai,Elantra,2011,135452,Dammam,White,Manual,16000
Ford,Flex,2010,126959,Abha,Black,Automatic,16000
Kia,Cerato,2013,138678,Riyadh,Red,Automatic,16000
Toyota,Yaris,2011,200000,Jeddah,Yellow,Manual,16000
Kia,Optima,2010,111614,Jeddah,Black,Automatic,16000
Hyundai,I10,2010,108463,Al Riyadh,White,Automatic,16000
Hyundai,Elantra,2009,89473,Jeddah,White,Automatic,16000
Honda,Accord,2004,39051,Riyadh,Gold,Automatic,16000
Chevrolet,Sonic,2012,45244,Dammam,White,Automatic,16000
Toyota,Camry,2009,48790,Dammam,White,Automatic,16000
Toyota,Avalon,2009,75738,Al Riyadh,White,Automatic,16000
Kia,Rio,2011,92788,Riyadh,White,Automatic,16000
Hyundai,Accent,2010,141070,Al Hofuf,White,Automatic,16000
Hyundai,Santa Fe,2009,64144,Al Hofuf,Blue,Automatic,16000
Kia,Sportage,2009,28588,Al Riyadh,White,Automatic,16000
Hyundai,Accent,2009,74485,Al Riyadh,Gold,Automatic,16000
Kia,Carnival,2010,127079,Al Riyadh,White,Automatic,16000
Geely,Emgrand X7,2010,89545,Abha,Maroon,Automatic,16000
Nissan,Pick Up,2003,492014,Jeddah,White,Manual,16000
Gmc,Suburban,2009,64311,Al Riyadh,Silver,Automatic,16000
Hyundai,Sonata,2010,207856,Riyadh,Black,Automatic,16000
Hyundai,Elantra,2009,59952,Al Madinah,White,Manual,16000
Chrysler,300C,2010,97914,Al Riyadh,White,Automatic,16000
Nissan,Sunny,2015,219000,Riyadh,Blue,Automatic,16000
Chevrolet,Sonic,2012,32061,Dammam,Blue,Automatic,16000
Toyota,Yaris,2011,329228,Jeddah,Yellow,Manual,16000
Gmc,Envoy,2006,307537,Dammam,Black,Automatic,16000
Hyundai,Accent,2009,61578,Jazan,White,Automatic,16000
Toyota,Corolla,2007,200000,Jeddah,White,Manual,16000
Hyundai,Elantra,2009,24759,Shaqraa,White,Manual,16000
Nissan,Pick Up,2003,350000,Jeddah,White,Manual,16000
Kia,Rio,2011,95000,Riyadh,White,Automatic,16000
Chevrolet,Aveo,2012,51305,Riyadh,Silver,Automatic,16000
Kia,Carnival,2010,93429,Al Hofuf,Red,Automatic,16000
Renault,Fluence,2013,144000,Dammam,Silver,Automatic,16000
Honda,Accord,2004,35059,Riyadh,Grey,Automatic,16000
Kia,Carnival,2010,125328,Al Riyadh,Red,Automatic,16000
Nissan,Sunny,2010,110662,Al Riyadh,Silver,Automatic,16000
Toyota,Yaris,2013,168205,Riyadh,White,Automatic,16000
Ford,Expedition,2010,131571,Jeddah,Black,Automatic,16000
Ford,Expedition,2010,107099,Jeddah,Black,Automatic,16000
Toyota,Yaris,2010,108649,Al Riyadh,Silver,Automatic,16000
Nissan,Sunny,2009,29993,Dammam,White,Automatic,16000
Toyota,Yaris,2010,100604,Tabuk,Silver,Automatic,16000
Kia,Optima,2010,119786,Al Riyadh,Silver,Automatic,16000
Toyota,Fortuner,2009,32635,Al Khobar,White,Automatic,16000
Mazda,Cx9,2009,13096,Al Riyadh,Grey,Automatic,15500
Ford,Expedition,2009,14530,Dammam,Blue,Automatic,15500
Ford,Focus,2009,23656,Al Riyadh,White,Automatic,15500
Toyota,Yaris,2009,18181,Al Riyadh,Silver,Automatic,15500
Toyota,Innova,2009,16093,Hail,Grey,Automatic,15500
Toyota,Yaris,2009,22571,Jeddah,White,Automatic,15500
Chevrolet,Camaro,2009,21890,Tarout Island,Red,Automatic,15500
Renault,Symbol,2016,119813,Jeddah,White,Manual,15500
Hyundai,Accent,2009,24724,Buraidah,Grey,Automatic,15500
Toyota,Innova,2009,304805,Dammam,Brown,Automatic,15000
Toyota,Fj Cruiser,2009,257646,Jeddah,Red,Automatic,15000
Kia,Cerato,2009,300761,Jeddah,Blue,Automatic,15000
Hyundai,Tucson,2009,319265,Al Riyadh,Black,Automatic,15000
Geely,Emgrand 7,2008,220704,Al Riyadh,Black,Automatic,15000
Kia,Cerato,2009,288922,Al Madinah,Silver,Automatic,15000
Hyundai,Accent,2009,312250,Al Riyadh,Blue,Automatic,15000
Mercury,Grand Marquis,2005,361387,Jeddah,Blue,Automatic,15000
Chrysler,300C,2007,177069,Riyadh,Black,Automatic,15000
Hyundai,Elantra,2009,288752,Mecca,Silver,Automatic,15000
Kia,Rio,2008,192758,Al Jubail,Blue,Automatic,15000
Renault,Captur,2008,201900,Al Riyadh,Brown,Automatic,15000
Renault,Fluence,2009,332257,Al Kharj,Brown,Automatic,15000
Dodge,Durango,2009,278992,Jeddah,White,Automatic,15000
Chevrolet,Caprice,2006,475516,Jeddah,Green,Automatic,15000
Ford,Figo,2009,338288,Dammam,White,Manual,15000
Chevrolet,Caprice,2006,183068,Dammam,White,Automatic,15000
Hyundai,Azera,2009,6625,Al Riyadh,Silver,Automatic,15000
Hyundai,Accent,2008,209064,Al Riyadh,White,Automatic,15000
Hyundai,Accent,2013,383613,Dammam,Silver,Automatic,15000
Renault,Fluence,2009,311051,Jeddah,White,Automatic,15000
Nissan,Sunny,2008,193932,Dammam,Grey,Automatic,15000
Chevrolet,Sonic,2012,100699,Dammam,Silver,Automatic,15000
Hyundai,Accent,2012,125531,Jeddah,Blue,Automatic,15000
Ford,Explorer,2008,195191,Jeddah,Blue,Automatic,15000
Renault,Fluence,2008,211350,Dammam,White,Automatic,15000
Renault,Megane,2009,242139,Al Riyadh,White,Automatic,15000
Gmc,Terrain,2009,273524,Jeddah,Beige,Automatic,15000
Toyota,Camry,2008,198162,Al Riyadh,White,Automatic,15000
Geely,Gc7,2015,46116,Dammam,White,Manual,15000
Hyundai,Accent,2008,192530,Al Riyadh,White,Automatic,15000
Kia,Optima,2009,281185,Al Riyadh,White,Automatic,15000
Toyota,Fortuner,2009,347183,Dammam,White,Automatic,15000
Hyundai,I10,2009,295082,Jeddah,Grey,Automatic,15000
Isuzu,D Max,2009,300499,Al Riyadh,White,Manual,15000
Chevrolet,Trail Blazer,2005,276000,Riyadh,White,Automatic,15000
Kia,Rio,2008,219577,Al Madinah,Beige,Manual,15000
Ford,Mustang,2008,229159,Jeddah,Blue,Automatic,15000
Nissan,Pathfinder,2009,11841,Dammam,White,Automatic,15000
Hyundai,Elantra,2009,342708,Al Riyadh,Blue,Automatic,15000
Hyundai,Elantra,2008,197269,Buraidah,Black,Automatic,15000
Toyota,Corolla,2008,221527,Khamis Mushait,White,Automatic,15000
Honda,Odyssey,2009,272159,Jazan,White,Automatic,15000
Mitsubishi,Lancer,2009,342069,Al Riyadh,Beige,Automatic,15000
Ford,Taurus,2009,248740,Buraidah,Silver,Automatic,15000
Nissan,Sunny,2008,192527,Al Khobar,White,Automatic,15000
Toyota,Rav4,2018,283588,Riyadh,White,Automatic,15000
Lincoln,Towncar,2005,482611,Dammam,Green,Automatic,15000
Chevrolet,Trail Blazer,2008,357264,Riyadh,Silver,Automatic,15000
Jeep,Grand Cherokee,2009,7863,Abha,Red,Automatic,15000
Hyundai,Elantra,2014,296133,Taif,White,Manual,15000
Toyota,Camry,2010,455451,Riyadh,White,Manual,15000
Land Rover,Hse,2006,114998,Jeddah,Blue,Manual,15000
Ford,Explorer,2009,318879,Dammam,Blue,Automatic,15000
Geely,Gc6,2009,341404,Jeddah,White,Manual,15000
Nissan,Navara,2008,424833,Dammam,White,Manual,15000
Hyundai,Elantra,2008,195358,Al Madinah,Grey,Automatic,15000
Kia,Cerato,2009,293467,Jeddah,Grey,Automatic,15000
Hyundai,Elantra,2008,191788,Al Madinah,Grey,Automatic,15000
Volkswagen,Tiguan,2009,316211,Khafji,Brown,Automatic,15000
Chevrolet,Caprice,2006,250000,Jeddah,Green,Automatic,15000
Honda,Accord,2004,279534,Riyadh,Black,Automatic,15000
Toyota,Corolla,2009,247212,Jeddah,Grey,Automatic,15000
Hyundai,Santa Fe,2009,10819,Ar Rass,Silver,Automatic,15000
Geely,Emgrand 8,2008,205142,Al Riyadh,Black,Automatic,15000
Honda,Odyssey,2009,268670,Mecca,Blue,Automatic,15000
Chevrolet,Caprice,2004,210000,Riyadh,White,Automatic,15000
Nissan,Navara,2009,299253,Al Riyadh,White,Automatic,15000
Hyundai,Elantra,2008,206536,Jeddah,White,Automatic,15000
Toyota,Yaris,2013,199174,Jeddah,Silver,Manual,15000
Hyundai,Veloster,2009,2527,Jeddah,Beige,Automatic,15000
Kia,Rio,2009,252054,Al Riyadh,Black,Automatic,15000
Chevrolet,Lumina Ls,2009,301000,Riyadh,Green,Automatic,15000
Nissan,Sentra,2009,2824,Al Khobar,White,Automatic,15000
Toyota,Corolla,2008,200673,Al Riyadh,White,Automatic,15000
Kia,Rio,2008,221243,Mecca,Blue,Automatic,15000
Toyota,Land Cruiser,2008,238975,Al Madinah,White,Automatic,15000
Renault,Fluence,2009,334327,Al Riyadh,White,Automatic,15000
Gmc,Acadia,2008,239816,Jeddah,Black,Automatic,15000
Chevrolet,Camaro,2008,233055,Jeddah,Black,Automatic,15000
Hyundai,Santa Fe,2009,320982,Al Riyadh,Gold,Automatic,15000
Gmc,Yukon,2001,368941,Dammam,Grey,Automatic,15000
Kia,Rio,2009,9432,Al Riyadh,White,Automatic,15000
Kia,Rio,2009,316248,Al Jubail,Blue,Automatic,15000
Hyundai,Accent,2009,252678,Al Riyadh,Silver,Automatic,15000
Ford,Expedition,2005,240693,Madinah,White,Automatic,15000
Gmc,Yukon,2008,196060,Jeddah,Blue,Automatic,15000
Nissan,X-Trail,2008,222647,Al Riyadh,Blue,Automatic,15000
Hyundai,Elantra,2012,425316,Dammam,Blue,Automatic,15000
Hyundai,Accent,2008,185555,Taif,Gold,Automatic,14500
Kia,Mohave,2008,190389,Al Riyadh,White,Automatic,14500
Mitsubishi,Pajero,2008,190526,Al Riyadh,White,Automatic,14500
Mazda,Cx9,2008,190792,Al Riyadh,Silver,Automatic,14500
Toyota,Fortuner,2008,188778,Dammam,Black,Automatic,14500
Toyota,Corolla,2008,136413,Al Riyadh,White,Automatic,14000
Toyota,Yaris,2008,167778,Al Riyadh,Silver,Automatic,14000
Ford,Explorer,2010,410058,Abha,White,Automatic,14000
Hyundai,Accent,2008,160803,Jeddah,White,Automatic,14000
Mercury,Monterey,2006,417715,Riyadh,Silver,Automatic,14000
Nissan,Sunny,2009,178366,Jeddah,Gold,Automatic,14000
Toyota,4Runner,2008,181436,Al Riyadh,Red,Automatic,14000
Mazda,Cx9,2008,140880,Al Riyadh,Beige,Automatic,14000
Hyundai,Accent,2008,175580,Jeddah,Black,Automatic,14000
Honda,Accord,2008,122239,Hail,White,Automatic,14000
Nissan,Armada,2006,439562,Jubail,Blue,Automatic,14000
Ford,Escape,2008,176773,Al Khobar,Black,Automatic,14000
Gmc,Yukon,2008,162239,Al Jubail,Blue,Automatic,14000
Toyota,Fortuner,2008,152965,Al Riyadh,White,Automatic,14000
Toyota,Land Cruiser,2008,121309,Dammam,White,Automatic,14000
Nissan,Pathfinder,2005,402111,Tabouk,Grey,Automatic,14000
Geely,Emgrand 7,2013,82871,Dammam,Black,Automatic,14000
Mazda,Cx9,2008,162135,Al Riyadh,Gold,Automatic,14000
Mazda,3,2010,254449,Riyadh,Grey,Automatic,14000
Nissan,Pick Up,2013,105702,Dammam,White,Manual,14000
Toyota,Corolla,2008,157978,Jeddah,White,Manual,14000
Toyota,Yaris,2011,168700,Dammam,White,Manual,14000
Ford,Focus,2008,163862,Al Riyadh,White,Automatic,14000
Mitsubishi,Pajero,2008,155212,Buraidah,White,Automatic,14000
Toyota,Yaris,2010,426822,Dammam,White,Automatic,14000
Ford,Crown Victoria,2010,179869,Dammam,Blue,Automatic,14000
Toyota,Avalon,2008,175826,Taif,White,Automatic,14000
Kia,Optima,2008,127198,Jeddah,Grey,Automatic,14000
Renault,Duster,2008,147729,Abha,Black,Automatic,14000
Toyota,Yaris,2007,230708,Jubail,Silver,Automatic,14000
Chevrolet,Sonic,2012,117026,Dammam,Silver,Automatic,14000
Chrysler,300C,2008,128186,Jeddah,Blue,Automatic,14000
Toyota,Fortuner,2008,170119,Al Hofuf,White,Automatic,14000
Gmc,Yukon,2008,128849,Jeddah,Silver,Automatic,14000
Chevrolet,Tahoe,2003,200000,Jeddah,Maroon,Automatic,14000
Kia,Cadenza,2008,157018,Al Riyadh,Black,Automatic,14000
Ford,Explorer,2009,280567,Riyadh,Blue,Automatic,14000
Toyota,Yaris,2008,176247,Mecca,Grey,Automatic,14000
Nissan,Datsun,2008,156379,Hail,White,Manual,14000
Hyundai,Sonata,2008,145448,Al Madinah,Black,Automatic,14000
Toyota,Fortuner,2008,137713,Jeddah,White,Automatic,14000
Nissan,Sunny,2008,115228,Ar Rass,Silver,Automatic,13500
Cadillac,Ats,2008,109047,Al Riyadh,White,Automatic,13500
Hyundai,I10,2008,109619,Jeddah,Grey,Automatic,13500
Toyota,Corolla,2008,113459,Jeddah,Grey,Automatic,13500
Hyundai,Santa Fe,2008,104659,Jeddah,Grey,Automatic,13500
Toyota,Yaris,2008,113296,Dammam,Silver,Automatic,13500
Kia,Pregio,2005,115823,Madinah,Beige,Manual,13500
Hyundai,Elantra,2008,121164,Al Riyadh,Beige,Automatic,13500
Kia,Cerato,2008,117993,Dammam,Blue,Automatic,13500
Ford,Explorer,2008,226352,Al Hawiyah,Blue,Automatic,13500
Toyota,4Runner,2008,117901,Al Riyadh,White,Automatic,13500
Kia,Rio,2008,105936,Al Khobar,Black,Automatic,13500
Hyundai,Sonata,2007,37226,Al Riyadh,White,Automatic,13000
Kia,Cerato,2008,103273,Jeddah,Silver,Automatic,13000
Kia,Cerato,2007,30961,Jeddah,Blue,Automatic,13000
Kia,Sorento,2008,95403,Jeddah,Grey,Automatic,13000
Mitsubishi,Nativa,2011,185417,Riyadh,White,Automatic,13000
Kia,Rio,2008,62399,Jeddah,Grey,Automatic,13000
Ford,Taurus,2007,59262,Al Riyadh,Black,Automatic,13000
Nissan,Juke,2008,92370,Jeddah,Grey,Automatic,13000
Toyota,Avanza,2007,24661,Al Madinah,Silver,Automatic,13000
Toyota,Fortuner,2007,56070,Dammam,White,Automatic,13000
Nissan,Murano,2008,283722,Dammam,Orange,Automatic,13000
Ford,Figo,2008,78318,Dammam,Grey,Automatic,13000
Honda,Civic,2006,445902,Makkah,Black,Automatic,13000
Lexus,Es350,2007,28271,Al Riyadh,Grey,Automatic,13000
Chevrolet,Aveo,2014,268023,Jeddah,Silver,Automatic,13000
Nissan,Sunny,2011,300000,Jeddah,Golden,Automatic,13000
Toyota,Corolla,2008,66846,Al Madinah,Grey,Automatic,13000
Chrysler,300C,2008,102982,Jeddah,White,Automatic,13000
Toyota,Prado,2007,32193,Al Khobar,White,Automatic,13000
Chevrolet,Aveo,2007,32634,Al Hofuf,Grey,Automatic,13000
Lexus,RcF,2007,50849,Al Riyadh,Yellow,Automatic,13000
Hyundai,Trajet,2006,490052,Jeddah,Green,Manual,13000
Kia,Carens,2006,3815,Makkah,Silver,Manual,13000
Hyundai,Tucson,2008,100407,Jeddah,White,Automatic,13000
Ford,Fusion,2007,39078,Mecca,White,Automatic,13000
Lexus,Gs350,2008,100769,Dammam,Grey,Automatic,13000
Ford,Edge,2008,72366,Dammam,Maroon,Automatic,13000
Ford,Taurus,2008,89484,Al Riyadh,Black,Automatic,13000
Ford,Mustang,2008,91099,Mecca,Blue,Manual,13000
Toyota,4Runner,2008,73126,Al Riyadh,White,Automatic,13000
Toyota,Corolla,2008,103727,Najran,Silver,Automatic,13000
Mazda,Cx9,2007,41618,Jeddah,Blue,Automatic,13000
Hyundai,Accent,2008,74765,Al Madinah,White,Automatic,13000
Chevrolet,Tahoe,2003,348544,Hail,Blue,Automatic,13000
Toyota,Fortuner,2008,62377,Al Hofuf,White,Automatic,13000
Toyota,Fj Cruiser,2008,98497,Dammam,White,Automatic,13000
Ford,Fusion,2008,83163,Jeddah,Grey,Automatic,13000
Toyota,Yaris,2012,191637,Dammam,Silver,Automatic,13000
Toyota,Fortuner,2008,66208,Dammam,Black,Automatic,13000
Toyota,Camry,2007,27023,Hail,Silver,Automatic,13000
Toyota,Camry,2000,424772,Jeddah,White,Manual,13000
Honda,Civic,2010,292773,Al Khobar,Grey,Automatic,13000
Toyota,Corolla,2007,54323,Taif,White,Automatic,13000
Toyota,Yaris,2011,252619,Jeddah,White,Automatic,13000
Chevrolet,Caprice,2006,369556,Jeddah,Silver,Automatic,13000
Renault,Fluence,2012,256359,Riyadh,Silver,Automatic,13000
Toyota,Camry,2008,67477,Dammam,Red,Automatic,13000
Toyota,Yaris,2008,83088,Al Riyadh,Grey,Automatic,13000
Honda,Odyssey,2007,45412,Al Riyadh,Black,Automatic,13000
Ford,Flex,2007,51749,Jeddah,Grey,Automatic,13000
Mazda,3,2009,129498,Riyadh,Black,Automatic,13000
Ford,Figo,2015,112593,Riyadh,White,Automatic,13000
Chevrolet,Trail Blazer,2006,146428,Riyadh,Silver,Automatic,13000
Hyundai,Tucson,2008,67789,Jeddah,Grey,Automatic,13000
Toyota,Heise,2007,22418,Al Riyadh,White,Manual,13000
Toyota,Corolla,2008,423870,Jeddah,Red,Automatic,13000
Kia,Sorento,2007,32479,Al Riyadh,Red,Automatic,13000
Toyota,Camry,2005,396753,Riyadh,Blue,Manual,13000
Toyota,Prado,2008,70578,Dammam,Silver,Automatic,13000
Ford,Crown Victoria,2006,394503,Riyadh,Black,Automatic,13000
Suzuki,Ertiga,2007,60996,Al Madinah,Blue,Automatic,13000
Lexus,Es350,2007,48500,Umluj,White,Automatic,13000
Mazda,3,2009,198777,Riyadh,Black,Automatic,13000
Kia,Carnival,2006,396382,Dammam,Silver,Automatic,13000
Ford,Escape,2007,27440,Al Riyadh,Silver,Automatic,13000
Chevrolet,Epica,2011,150,Dammam,White,Automatic,13000
Kia,Carens,2007,22339,Al Riyadh,White,Automatic,12700
Toyota,Corolla,2007,12900,Mecca,Blue,Automatic,12500
Toyota,Fortuner,2007,17181,Al Riyadh,White,Automatic,12500
Hyundai,Accent,2007,18654,Al Riyadh,Silver,Automatic,12500
Hyundai,Accent,2007,10302,Al Madinah,White,Automatic,12500
